company_name,name,description,phone,email,state_code,url,language
WENZEL Metrology GmbH,WENZEL Metrology GmbH,"Německá firma WENZEL Metrology je přední světový výrobce souřadnicové měřicí techniky, počítačové tomografie (CT), strojů na měření ozubených kol, strojů na měření turbínových lopatek (CORE), skeneru pro reverzní inženýrství.
Autorizovaný obchodní a servisní zástupce pro ČR je firma Wenzel-BRT s.r.o., Malá Houdova 1/880, 158 00 Praha 5, tel./fax: +420272740240.",420-272740240,brtservis@brtservis.cz,DE,cz.wenzel-group.com/,CZ
Západočeská univerzita v Plzni,,"Výzkumná a vývojová centra Západočeské univerzity v Plzni:
Nové Technologie pro Informační Společnost (NTIS) - ntis.zcu.cz 
Regionální Technologický Institut (RTI) - rti.zcu.cz
Research and Innovation Centre for Electrical Engineering (RICE) - rice.zcu.cz",420-377631056,transfer@rek.zcu.cz,,www.zcu.cz,CZ
"LAC, s.r.o.",,"Výroba průmyslových pecí a sušáren. Výroba žárobetonových tvarovek do kotlů a krbů.
Výrobky LAC nacházejí uplatnění v mnoha procesech tepelného zpracování, zejména:
- tepelné zpracování železných a neželezných kovů
- slévání neželezných kovů
- tepelné a chemicko-tepelné zpracování
- nízkoteplotní aplikace
- laboratorní technologie
- výroba průmyslové a hobby keramiky",420-547230016,info@lac.cz,,www.lac.cz,CZ
TAT - pohonová technika s.r.o.,ATLANTA Antriebssysteme E. Seidenspinner GmbH & Co. KG,"MOTION_ DRIVEN BY ENGINEERS: Již více než 20 let stojíme za vysoce kvalitními řešeními v oblasti pohonné, dopravní a systémové techniky. TAT je Vaším partnerem, pokud jde o přesné pohonné komponenty (pohonné prvky, ozubená kola, spojky, lineární technika, ochrana vodící dráhy, tlumiče a plynové pružiny), kompletní pohonné sestavy, stejně jako dopravníkové systémy na zakázku. Naše kompetentní poradenství zaručuje mnohostranné postupy a přístupy k zajištění optimálního řešení Vašich požadavků a potřeb.",420-387414414,tat@cz.tat.at,DE,www.tat.cz,EN
VKR technologies s.r.o.,Alzmetall GmbH & Co. KG,"Specializujeme se na návrhy technických řešení, dodávky a servis špičkových technologií a nástrojů pro zpracování plechů a výrobu kovových dílů. Na Český a Slovenský trh přinášíme pečlivě vybraná technologická řešení z oblasti dělení, rovnání, ohýbání, zakružování, vrtání, frézování, závitování, broušení, leštění, úkosování, odjehlování a sjednocování kovových materiálů a výrobků!",420-724703427,info@vkrtechnologies.cz,DE,www.vkrtechnologies.cz,CZ
INDO-MIM Private Limited,,"Vstřikování kovů
Lití do ztraceného vosku
Aditivní výroba
Vstřikování keramiky
Přesné obrábění
Kovové prášky",420-602214113,michal.kasik@mim-india.cz,,www.indo-mim.com,CZ
igm Robotersysteme AG,,"IGM Robotersysteme AG je rakouská firma založena v roce 1967 s obchodním a servisním zastoupením ve více než 25 zemích po celém světě, která už více než 55 let vyrábí a dodává kompletní robotizovaná pracoviště pro svařování, kterých dodala už více než 4 500 po celém světě, a které slouží především pro svařování v těchto odvětvích:
- Stroje pro stavební a zemní práce
- Železnice
- Nákladní automobily a návěsy
- Armáda
- Zemědělské stroje
- Lodní průmysl

Kompletní robotické pracoviště dodáváme z námi vyrobených na míru zákazníkovi a zároveň poskytujeme všechny potřebné služby jako je servis, školení, programování a další.",43-223667060,office@igm-group.com,,www.igm.at,EN
Yaskawa Czech s.r.o.,,"YASKAWA JE DODAVATELEM PRŮMYSLOVÝCH ROBOTŮ MOTOMAN A SYSTÉMŮ.
Naší motivací je dát vaší společnosti dlouhodobou konkurenční výhodu. Naším posláním je zajistit úspěch každého našeho zákazníka v kombinaci s vytvořením inovativních, snadno použitelných a vysoce kvalitních řešení, díky nimž jsme se stali evropským dodavatelem a celosvětovým hráčem na současném trhu.",420-731558228,jaroslav.matula@yaskawa.eu,,www.yaskawaczech.cz,EN
PRESSENTECHNIK s.r.o.,,"Výhradní zastoupení firem - výrobců lisů: ebu Umformtechnik GmbH; PME, Pressen- und Maschinenbau Erfurt GmbH, Automatic-Systeme Dreher GmbH a Vaptech JSC.",420-548216314,pressentechnik@pressentechnik.cz,,www.pressentechnik.cz,CZ
Prusa Research by Josef Prusa,,"Prusa Research založil roku 2012 Josef Průša, český kutil, vynálezce a investor - a nyní jeden z nejznámějších lidí v oblasti 3D tisku. Momentálně v Prusa Research pracuje přes 600 lidí a měsíčně rozešleme přes 9000 tiskáren do celého světa přímo z naší firmy v Holešovicích. 
Stali jsme se nejrychleji rostoucí technologickou firmou ve střední Evropě.",420-226258516,info@prusa3d.com,,www.prusa3d.cz,EN
RIPPERT GmbH & Co. KG,,"Rodinný podnik, který založil Paul Rippert v roce 1966 v Clarholzu, se zabývá projektováním, výrobou a montáží nejmodernějších technologií pro oblasti:


- Předúprava, lakování, práškové lakování a sušení kovových, plastových a dřevěných výrobků.

- Automatizace (manipulační systémy)

- Kontrola znečištění ovzduší a technologie ochrany životního prostředí

- Průmyslové ventilátory

- Softwarová řešení pro naše provozy



Společnost RIPPERT se svými přibližně 400 zaměstnanci vyvíjí ekologické a energeticky úsporné systémy pro výrobní procesy svých zákazníků v téměř všech průmyslových odvětvích doma i v zahraničí. Neustálé inovace, důsledná orientace na zákazníka a komplexní nabídka služeb od plánování až po instalaci a údržbu zajistily společnosti vedoucí postavení na trhu.



Vysoce kvalifikovaní zaměstnanci ve všech oblastech činnosti společnosti stejně jako nejmodernější výrobní a logistické zázemí od počítačem podporovaného projektování až po plně automatická CNC centra pro zpracování plechu jsou nejlepšími předpoklady pro další pozitivní rozvoj.",49-52459010,info@rippert.de,,www.rippert.de,EN
"TechTest, s.r.o.",,"Firma TechTest, s.r.o. se věnuje vývoji opticko-elektronických detektorů čistoty se zaměřením především na kontrolu čistoty povrchů, ale i kontrolu mazacího procesu. Produkty zn. Recognoil® umožňují rychlou, efektivní a spolehlivou kontrolu povrchů ve všech strojírenských i elektro oborech s důrazem na kvalitně čistý povrch materiálu.",420-605305171,info@techtest.cz,,www.techtest.cz,CZ
A-Z ELEKTRO,,"A-Z ELEKTRO - odborný časopis se zaměřením na elektrotechniku, energetiku a elektroniku, vydávaný společností GIVERSDON s.r.o.",420-602226270,giversdon@email.cz,,www.azcasopis.cz,CZ
Crippa S.p.A.,,"La Crippa Company je silná, sjednocená průmyslová skupina, která spojuje odbornost společností Crippa SPA a SMI SRL a poskytuje doplňková průmyslová řešení a reaguje na nové výrobní výzvy, působí jako mezinárodní referenční bod v oblasti zpracování trubek.",39-031760200,info@crippa.it,,www.crippa.com,EN
Ensinger s.r.o.,,Dodavatel řešení z technických plastů. Aplikační inženýring v průmyslu.,420-377972056,ensinger@ensinger.cz,,www.ensingerplastics.com/cs,CZ
"Puresolve Česká republika, spol. s r.o.",,,420-283981730,zdenek.makyca@nch.com,,www.nch-mytidilu.cz,EN
Blum-Novotest s.r.o.,BLUM-Novotest GmbH,"Dotekové, teplotní a laserové měřicí sondy a měřicí software pro obráběcí stroje.",420-573352755,info@blum-novotest.cz,DE,www.blum-novotest.cz,CZ
K&K MASCHINENBAU s.r.o.,,,420-774185822,jan.kusy@kkmaschinenbau.com,,www.kkmaschinenbau.com,EN
ALFA IN a.s.,,"Výrobce svářecích strojů, plazmových dělicích strojů, zařízení pro orbitální svařování, robotizované systémy, svařovací stoly.",420-568840009,obchod@alfain.eu,,www.alfain.eu,EN
"Stäubli Systems, s.r.o.",,"Jsme výrobce rychlospojek pro všechny druhy kapalin, plynů a elektrické energie.",420-466616125,connectors.cz@staubli.com,,www.staubli.com,EN
dataPartner s.r.o.,IntervalZero,"MES pro plánování, sledování a řízení výroby a údržby, sběr dat. Řízení strojů.",420-380420140,obchod@datapartner.cz,US,www.datapartner.cz,CZ
PILANA Karbid s.r.o.,,PILANA Karbid = progresivní český výrobce TK řezných nástrojů pro CNC obrábění.,420-725922605,karbid@pilana.cz,,www.pilanakarbid.cz,CZ
BYK-Gardner GmbH,,Přístroje pro měření pohledových a fyzikálních vlastností povrchových úprav a plastových výrobků.,420-775791055,jan.vlacil@altana.com,,www.byk-instruments.com,EN
EMUS d.o.o.,,,385-995396468,products@emus.hr,,emus.hr,EN
SUMMA spol. s r.o.,,Odmašťovací a čisticí zařízení s vodními roztoky.,420-583223196,summa@summa.cz,,www.summa.cz,CZ
Presstechnik s.r.o.,,"Prodej a servis vláknových laserů, ohraňovacích lisů, multifunkčních strojů a speciálních ohýbaček.",420-776775229,radova@presstechnik.cz,,www.presstechnik.cz,CZ
"Ing. Vladimír Harazím, CSc. - DREKOMA",,,420-603520148,info@drekoma.cz,,www.drekoma.cz,CZ
"HSG LASER CO., LTD",,,86-75766833906,info@hsglaser.com,,www.hsglaser.com,EN
RÖHM GmbH,,,49-7325160,info@roehm.biz,,www.roehm.biz,EN
CMEC International Exhibition Co. Ltd.,,,86-1063324402,zhouxf@cmecexpo.com,,www.cmecexpo.com,EN
"Contra Praha, s.r.o.",,"Dodávky průmyslových pohonných a dopravních řetězů. Podvěsné dopravníky. Konstrukce a výroba dopravních systémů. Technologická řešení související s přepravou výrobku ve výrobě, jejich návrh, konstrukce a výroba. Výroba speciálních řetězů.",420-548210344,obchod@contra.cz,,www.contra.cz,CZ
KING TONY,,Prodej profesionálního ručního a pneumatického nářadí značky King Tony.,420-558433735,promos@kingtony.cz,,www.kingtony.cz,CZ
ABI Profils,,"Společnost ABI Profils je expertem v oblasti extruze a koextruze plastů a zaujímá významné postavení ve všech odvětvích průmyslu, kde jsou profily a trubky z technických plastů používány, jako např. automobilový průmysl, stavebnictví, urgentní medicína a záchranářství, skladování, sport a volný čas, podpora prodeje, balení, signální tyčové značení, spotřební zboží…",420-724315797,m.dytrych@abiprofils.com,,www.abiprofils.cz,EN
"Česká spořitelna, a.s.",,"Česká spořitelna je bankou s nejdelší tradicí na českém trhu. V rámci firemního bankovnictví poskytuje Spořitelna ucelená řešení podnikatelům a firmám: od investičního, akvizičního a projektového financování přes podporu exportních aktivit, poradenství při fúzích a akvizicích, až po uvedení na dluhopisové či akciové kapitálové trhy. Hlavní důraz klade Spořitelna společně s dceřinými společnostmi v rámci Finanční skupiny České spořitelny na poskytování komplexního finančního poradenství a služeb, které přispívají k dlouhodobému posilování finanční kondice a konkurenceschopnosti firem. 
S tvorbou, řízením a administrací dotačních projektů pomáhá klientům společnost Erste Grantika Advisory. Pomáhá identifikovat dotační příležitosti, a také zabezpečit dodržování legislativních pravidel a nařízení při přípravě žádosti o dotace i při administraci a realizaci projektů.
Financování formou leasingu garantuje specializovaná společnost Leasing České spořitelny. Leasingové financování pro pořízení strojních technologií nabízí prostřednictvím řady specializovaných produktů. Leasing České spořitelny financuje i další obvyklé komodity jako dopravní techniku včetně kolejových vozidel, zemědělské a lesnické stroje či zdravotní a veterinární techniku. Součástí expertních služeb je i problematika udržitelnosti zahrnující oblasti ESG a energetického poradenství.",420-800207207,csas@csas.cz,,www.csas.cz,CZ
"Český institut informatiky, robotiky a kybernetiky - Národní centrum Průmyslu 4.0",,"Národní centrum Průmyslu 4.0 je technologicky neutrální a otevřená akademicko-průmyslová platforma, která propojuje inovační leadery, výrobní i technologické firmy, univerzity, výzkumné a oborové organizace se státem a médii a pomáhá vytvářet optimální prostředí pro udržitelnou budoucnost. Unikátní ekosystém spolupráce vytváříme s více než 50 partnery již od roku 2017.",420-224354255,magdalena.svobodova@cvut.cz,,www.ncp40.cz,CZ
EPO GEARMOT s.r.o.,,"Engineering střídavých a stejnosměrných pohonů. Zákaznická řešení na míru. Dodáváme variátory, převodovky šnekové, čelní, kuželočelní, násuvné, úhlové, přesné planetové, průmyslové planetové, elektromotory stejnosměrné, jednofázové, trojfázové, víceotáčkové a izolační materiály. Zajišťujeme servis elektromotorů, převodovek a pozáruční servis převodovek většiny světových výrobců.",420-556880620,info@epogm.cz,,www.epogm.cz,CZ
Nidec Graessner Austria GmbH,Girard,"Planetové převodovky, robotické převodovky Coronex a Flexwave, úhlové převodovky, šnekové převodovky, kuželové soukolí Gleason, svěrné spojky, ozubené hřebeny a pastorky včetně systému mazání.",43-16992430,jan.patera@nidec.at,FR,www.nidec.at,EN
TOPMES s.r.o.,Automated precison GmbH,"Souřadnicové měřicí stroje, laser scannery, měřicí ramena, ruční scannery, optické měřicí stroje, přístroje pro velkoobjemovou metrologii.",420-722255090,info@topmes.cz,DE,www.topmes.cz,CZ
"ZPS - SLÉVÁRNA, a. s.",,Výroba ODLITKŮ ze šedé a tvárné litiny o hmotnosti od cca 30 kg do 12 000 kg.,420-577532308,sales@sl.zps.cz,,www.sl.zps.cz,CZ
JSW Machines s.r.o.,"Japan Steel Works, Ltd.","Společnost JSW Machines s.r.o., je oficiálním distributorem plně elektrických vstřikovacích strojů JSW v České a Slovenské republice.",420-549243939,info@jswmachines.cz,JP,www.jswmachines.cz,CZ
"REXIM, spol. s r.o.",Accu-Lube GmbH,"Obráběcí stroje XYZ Machine Tools, nástroje, průmyslová maziva.",420-224312168,rexim@rexim.cz,DE,www.rexim.cz,CZ
Keller & Kalmbach GmbH,,"Společnost Keller & Kalmbach je specialistou na spojovací materiál a upevňovací techniku a odborníkem na inteligentní management C-dílů. Jako rodinná firma máme za sebou více než 145 let historie. Jsme celosvětovým dodavatelem pro naše zákazníky z oblasti automobilového průmyslu a výroby užitkových vozidel, strojírenství a výroby strojů a zařízení, železničního průmyslu a průmyslu zemědělských a stavebních strojů. Přesvědčujeme vysokou technickou odborností i koncepcemi a službami na míru. S 900 zaměstnanci dosahujeme obratu 350 milionů eur. Jako TOP inovátor roku 2020 patříme k nejinovativnějším středně velkým podnikům v Německu.",420-601575220,info.czechia@keller-kalmbach.com,,www.keller-kalmbach.cz,EN
ant PROFITOOLS s.r.o.,AXXAIR,"Potrubářské a instalatérské nářadí, řezání, úkosování, svařování trubek a orbitální technologie.",420-601222558,info@antprofitools.cz,FR,www.antprofitools.cz,CZ
Stark Spannsysteme GmbH,,Upínací systémy nulového bodu pro přesné polohování a upínání obrobků a přípravků.,43-552237400,info@stark-roemheld.com,,www.stark-roemheld.com,EN
PRESSTON spol. s r.o.,,"Speciální stroje na míru, inženýring, upínací přípravky.",420-541248856,presston@presston.cz,,www.presston.cz,CZ
"ERI-TRADE, s.r.o.",Prodecologia,Zastoupení firem AMIS a ZERMA v České republice a na Slovensku.,420-518388577,info@eri-trade.cz,UA,www.eri-trade.cz,CZ
AMIS Maschinen-Vertriebs GmbH,,Nová a použitá drticí technika pro průmysl plastických hmot.,49-622678900,info@amis.de,,www.amis.de,EN
China Council for The Promotion of International Trade Machinery Sub Council,,,86-1083275525,info@ccpitmsc.org,,www.chinamachine.org.cn,EN
TEXIM s.r.o.,,,420-495545541,texim@texim.cz,,www.teximtesneni.cz,CZ
"Kraintek Czech, s.r.o.","Kraintek, s.r.o.",Ultrazvuková a postřiková čisticí technika - čištění a odmašťování.,420-495406252,info@kraintek.cz,SK,www.kraintek.cz,CZ
"ELMAX ŽILINA, a.s.",,,421-417647525,elmax@elmaxzilina.sk,,www.elmaxzilina.sk,SK
CNC-INAXES s.r.o.,,"Distributor CNC obráběcích strojů značek QUASER, SMART, VAN, EUMACH, KAFO, ECOCA a další.",420-494530967,info@cnc-inaxes.cz,,www.cnc-inaxes.cz,CZ
"TEN ART, spol. s r. o.",,,420-318635677,obchod@tenart.cz,,www.tenartplasty.cz,CZ
"CLOOS PRAHA, spol. s r.o.",,"Prodej a servis svařovacích robotů a automatů i svářecí techniky. Nabízíme svářečky pro sváření MIG/MAG, invertory TIG, zdroje pro ruční řezání plazmou, samostmívací kukly a materiál pro sváření.",420-244910355,cloos@cloos.cz,,www.cloos.cz,CZ
"KUKA CEE GmbH, odštěpný závod",KUKA AG,,420-226212271,info.robotics.cz@kuka.com,DE,www.kuka.com,EN
"FUCHS OIL CORPORATION (CZ), spol. s r.o.",FUCHS Lubricants PLC,"Dodavatel průmyslových, automotivních maziv a souvisejících specialit.",420-323637793,fuchs.praha@fuchs.com,GB,www.fuchs.com/cz,EN
DELTA s.r.l.,,Výrobce brusek na plocho a brusek s otočným stolem.,39-0382474301,delta@delta-spa.it,,www.delta-spa.it,EN
Fehlmann AG Maschinenfabrik,,"Výrobce frézek a vrtaček, obráběcích center, vysokorychlostních frézek.",41-627691111,mail@fehlmann.com,,www.fehlmann.com,EN
Almeto s.r.o.,,,420-606743242,almeto@almeto.cz,,www.almeto.cz,CZ
ENVICOMP s.r.o.,,Dodavatel čerpací a filtrační techniky pro průmyslové použití.,420-569729610,envicomp@envicomp.cz,,www.envicomp.cz,CZ
IMT Technologies & Solutions s.r.o.,,,420-702189540,info@imtts.cz,,www.imtts.cz,CZ
Stema-tech s.r.o.,AMADA GmbH,"Tvářecí stroje na plech, nástroje, ohraňovací lisy, nůžky, lasery, vysekávací stroje.",420-547217364,stematech@stematech.cz,DE,www.stematech.cz,CZ
"AHLBORN, měřicí a regulační technika, spol. s r.o.",,,420-261218907,ahlborn@ahlborn.cz,,www.ahlborn.cz,CZ
F.M.T. Group s.r.o.,,,420-558638901,fm@fmt-group.com,,www.fmt-group.com,EN
R.D.I. společnost s r.o.,ADIGE S.P.A.,"CNC stroje pro dělení, tváření, ohýbání a laserové řezání trubek, profilů a plechů. Broušení a prodej pilových kotoučů, materiály pro EDM.",420-326326230,rdi@rdisro.cz,IT,www.rdisro.cz,CZ
Vanad 2000 a.s.,,"Vyrábíme CNC pálicí stroje s laserovou, plazmovou a autogenní technologií.",420-569400411,vanad@vanad.com,,www.vanad.com,EN
201 consulting s.r.o.,,,420-602751392,dotace@201.cz,,www.201consulting.cz,CZ
KAVON CZ s.r.o.,Flowdrill,Tradiční dodavatel nářadí od roku 1991.,420-466797511,info@kavon.cz,NL,www.kavon.cz,CZ
"Kovo Staněk, s.r.o.",,Výrobce tryskacích zařízení s metacími koly. Kompletní zakázková kovovýroba.,420-773078011,info@kovostanek.cz,,www.kovostanek.cz,CZ
"Fakulta strojní, České vysoké učení technické v Praze",,,420-224352610,prumysl@fs.cvut.cz,,www.fs.cvut.cz,CZ
EMCO Intos s.r.o.,,Prodej a servis širokého spektra obráběcích strojů.,420-311706264,emco@intos.cz,,www.emco-world.cz,CZ
CEMB S.p.A.,,,39-0341706111,industry@cemb.com,,www.cemb.com,EN
"TER ČESKÁ, s.r.o.",Advanced Radiotech Corporation  (ARC),"Jeřábová technika T.E.R.
Kladkostroje KITO
Rádiová dálková ovládání ARC",420-251613310,info@terceska.cz,TW,www.terceska.cz,CZ
MDL s.r.o.,,"Už několik desetiletí jsme hrdí výrobci kovových tkanin, žebérkového pletiva a svařovaných sítí, filtrů, košů a MeshArt designu.",420-583233258,mdl@mdl.cz,,www.mdl.cz,CZ
"SPECION, s.r.o.",C-THERM Technologies,Laboratorní a zkušební technika pro vědu a průmysl.,420-244402091,info@specion.cz,CA,www.specion.cz,CZ
TRANE ČR spol. s r.o.,,"Prodej, pronájem a servis chladících strojů, tepelných čerpadel a vzduchotechnických jednotek.",420-296337233,info@trane.cz,,www.trane.eu,CZ
CED Central European Economic Development Network Nonprofit Ltd.,Bosko Hidraulika Kft.,CED je Agentura maďarské vlády pro rozvoj ekonomiky a exportu ve středoevropském regionu.,36-302141139,Lancos.Matyas@ced.hu,HU,ced.hu,EN
Ludačka Machine Tools s.r.o.,Berthiez - Starrag Group,"Obchodní, servisní a technologický partner prémiových výrobců obráběcích strojů.",420-606637149,zbynek@ludacka.cz,FR,www.ludacka.cz,CZ
MHI Servis s.r.o.,,Hydraulické hadice a šroubení.,420-543521322,jiri.urban@mhiservis.cz,,www.mhiservis.cz,CZ
"HYDROCOM, spol. s r.o.",BUCHER Hydraulics,Hydraulické systémy.,420-543521415,hydrocom@hydrocom.cz,DE,www.hydrocom.cz,CZ
ELA Blockchain Services a.s.,,,0,info@elachain.cz,,www.elachain.cz,CZ
ANAMET s.r.o.,ADELIX,"Analytická technika a zkušební zařízení pro fyzikální a mechanické měření pro vědu, výzkum a průmysl.",420-257328175,hovorkova@anamet.cz,TR,www.anamet.cz,CZ
AMECO s.r.o.,Italplant s.r.l.,,420-737223975,maedler@ameco.cz,CZ,www.ameco.cz,CZ
"ADAMIK Company, s.r.o.",CORAL S.p.a.,Odsávání a filtrace pro kouře ze svařování a broušení a olejové mlhoviny.,420-774883858,info@adamikcompany.com,IT,www.adamikcompany.cz,EN
Maqfort s.r.o.,ACF ENGINEERING & AUTOMATION GmbH,"Dodáváme a servisujeme tvářecí stroje, svařovací automaty, ohýbačky trubek, zakružovačky profilů a plechu, hydraulické a mechanické lisy nebo ohraňovací lisy od nejlepších světových výrobců. Poradíme s výběrem stroje, pomůžeme se zapojením do výroby, zaškolíme obsluhu, zajistíme servis. Ať to vy máte bez starostí.",420-739465876,info@maqfort.cz,AT,www.maqfort.cz,CZ
MAG Centrum s.r.o.,,,420-774173274,magcentrum@magcentrum.cz,,www.magcentrum.cz,CZ
"KSK Precise Motion, a.s.",WMH Herion Antriebstechnik GmbH,Výroba a vývoj kuličkových a trapézových šroubů. Laserové kalení a navařování. Opravy a servis kuličkových šroubů.,420-533033710,info@ksk-pm.cz,DE,www.ksk-pm.cz,CZ
SAVKA SYSTEMS s.r.o.,,Řešení manipulace s materiálem. Lehké jeřábové systémy.,421-904420694,durka@savka.sk,,www.savka.sk,SK
SLOVAK INVESTMENT AND TRADE DEVELOPMENT AGENCY,,,421-258260100,np@sario.sk,,,SK
"GALIKA AG, obchodní zastoupení",Blohm Jung GmbH,"Prodej a servis CNC obráběcích strojů - soustruhy, obráběcí centra, brusky na kulato, rovinné a profilové brusky.",420-585114453,galikacz@galika.cz,DE,www.galika.cz,CZ
AURATECH CZ s.r.o.,,"Technická lepidla, spreje, oboustranné pásky a folie pro výrobní provozy.",420-493522141,obchod@auratech.cz,,www.auratech.cz,CZ
Ohtake Europe s.r.o.,,"Ohtake poskytuje automatické podavače šroubů pomocí systému horizontálních kolejnic, který podporuje různé materiály a tvary šroubů, různé pracovní styly a rozměry obrobků.",420-737001896,n.fukushi@ohtake-root.co.jp,,ohtake-root.co.jp/en/,EN
"Bliss-Bret, a.s.",,,421-918542025,ilja.grudinin@bliss-bret.sk,,www.bliss-bret.sk,SK
"SoliCAD, s.r.o.",,,0,obchod@solicad.com,,www.solicad.com,EN
fortell s.r.o.,,"Firma s více než 25letou tradicí zabývající se zejména velkosériovou výrobou vstřikovaných plastových a lisovaných kovových dílů, a také konstrukcí a výrobou vstřikovacích forem a náhradních dílů.",420-465466500,fortell@fortell.cz,,www.fortell.cz,CZ
Elektrotechnická asociace České republiky,,,0,ela@electroindustry.cz,,www.electroindustry.cz,CZ
A-SAFE s.r.o.,,,420-602665004,prodej@asafe.cz,,www.asafe.com,CZ
REJA spol. s r.o.,,,420-778982235,ochrana.sluchu@reja.cz,,www.sluchadlaprozivot.cz/ochrana-sluchu,CZ
ENVIL Standard Parts s.r.o.,Guvenal Kalip Elemanlari A.S,"Jsme mladá progresivní firma stavějící na na dlouholetých zkušenostech v oboru normalizovaných dílů se specializací na lisovací a vstřikovací nástroje. Nabízíme ocelové desky, stojánky lisovací a vstřikovací, závitové jednotky či vodící a kluzné díly. V našem portfoliu se mimo jiné nachází také klínové jednotky, centrovací a dorazové jednotky, počítadla a kalibrační pásky. Specializujeme se na plynové pružiny, nosné díly, polyuretany, šroubové pružiny, střížníky a matrice či vstřikovací a posuvné normálie nebo také vyhazovače.

Naší přednosti jsou kvalitní a ekonomicky úsporné alternativy produktů k zavedeným evropským výrobcům. Nabízíme více jak 45000 druhů zboží. Poskytujeme technické poradenství k nabízeným produktům a také pozáruční servis.",420-602206162,envil@envil.cz,TR,www.envil.cz,CZ
OSG Europe Logistics S.A.,,,420-773290593,Orders-osgsvk@osgeurope.com,,www.osgeurope.com,EN
Schmalz s.r.o.,,"Vakuová technologie pro automatizaci, robotiku, upínání a systémy pro ergonomickou manipulaci.",420-581621021,schmalz@schmalz.cz,,www.schmalz.cz,CZ
MUDITIS s.r.o.,,,420-724505063,info@muditis.cz,,www.muditis.cz,CZ
Güthle Pressenspannen GmbH,,Výrobce manipulační a upínací techniky pro snadnou manipulaci s nástroji.,49-716399090,tech-info@guethle-swt.de,,www.guethle-swt.de,EN
Urząd Marszałkowski Województwa Śląskiego / Marshal Office of the Silesian Voivodship,AmiSter Sp. z o. o. Sp. k.,"Slezské vojvodství má jednu z nejsilnějších ekonomik Polska. Více než 12 % HPD Polska vzniká v tomto regionu, což je druhý nejlepší výsledek v zemi.",48-327744503,gospodarka@slaskie.pl,PL,invest-in-silesia.pl,EN
SUNNEN s.r.o.,,Výrobce honovacích strojů a nástrojů - zajišťuje kompletní technologie na obrábění vysoce přesných válcových otvorů.,420-383376317,sunnen@sunnen.cz,,www.sunnen.cz,CZ
TKK-HIG s.r.o.,EROWA AG,"Obchodní zastoupení firmy EROWA, firem F-TOOL a HIG pro ČR a SR.",420-585000552,info@tkk-hig.cz,CH,www.erowa.cz,CZ
TOTAL ČESKÁ REPUBLIKA s.r.o.,,,420-224890511,total@total.cz,,www.total.cz,CZ
KASYS s.r.o.,,"Generální zastoupení HÄNEL BÜRO- UND LAGERSYSTEME GmbH. Komplexní dodávky výdejen nářadí, skladů, archivů a kartoték. Aplikační software pro řízení skladů. Skladové a archivační systémy na principu páternosteru nebo vertikálního posunu.",420-377322901,kasys@kasys.cz,,www.kasys.cz,CZ
Wanner-Technik GmbH,,Výrobce řezacích mlýnů a zařízení pro recyklaci plastů.,49-934230880,info@wanner-technik.de,,www.wanner-technik.de,EN
"AEROTERM, a.s.",,"SolidLux - podlahové značení a lajnování. Okamžité vytvrzení a odolnost. Aplikace bez omezení provozu a zápachu. 
Různá zařízení pro sušení a UV vytvrzování.",420-602714150,info@aeroterm.cz,,www.aeroterm.cz,CZ
VYDONA s.r.o.,,"Nabízíme výrobu, prodej a servis speciálních nástrojových systémů na kov, dřevo a plast. Provádíme ostření a seřizování nástrojů, vybrušování profilových nožů, povlakování, 3D měření na souřadnicovém měřicím stroji.",420-573301364,obchod@vydona.cz,,www.vydona.cz,CZ
"ZPS - GENERÁLNÍ OPRAVY, a.s.",,Generální opravy a modernizace vícevřetenových soustružnických automatů.,420-577104812,zpsgo@zpsgo.cz,,www.zpsgo.cz,CZ
SCHMIDT Technology GmbH,,"Lisy pro montážní, tvářecí a spojovací techniku.
Stolní mechanické lisy, pneumatické lisy, hydro-pneumatické lisy, elektrické lisy, servolisy, lisy s torzním motorem, lisy s kontrolou lisovacích procesů.",49-77248990,info@schmidttechnology.de,,www.schmidttechnology.de,EN
YATE spol. s r.o.,,"Výroba a dodávky: technické pěny, vložky pro obaly, kompletní obaly podle specifikace zákazníka, pěnové fixační vložky pro strojírenství, elektrotechnický, stavební a potravinářský průmysl, desky z technické pěny, přířezy a tvarovky z technické pěny.",420-495221475,yate@yate.cz,,www.yatexfoam.cz,CZ
Precitrame Machines SA,,Výrobce automatizovaných výrobních zařízení nejvyšší technické úrovně. Hlavní oblast obchodní činnosti tvoří transferové linky a leštičky.,41-324868850,sviatte@precitrame.com,,www.precitrame.com,EN
ROBBI GROUP S.R.L.,,"Výrobce univerzálních brusek na vnější a vnitřní broušení v manuálním, Teach In a CNC provedení.",39-044247700,robbi@robbigroup.com,,www.robbigroup.com/,EN
Zimmer Group Slovensko s.r.o.,,"Manipulační technika: lídr na trhu v oblasti upínání: chapadla, brzdové a aretační prvky na lineární vedení, průmyslové tlumiče. Naše KNOW-HOW - VAŠE VÝHODY.",421-424331788,roman.majersky@zimmer-group.sk,,www.zimmer-group.com/sk/,SK
WESTCAM s.r.o.,Materialise NV,Dodavatel výkonných CAD/CAM řešení a specialista na produktivní obrábění.,420-777699626,office@westcam.cz,BE,www.westcam.cz,CZ
BOUKAL s.r.o.,,,420-476752977,info@boukal.cz,,www.boukal.cz,CZ
